sku,categories
/,"cat_3,cat_11,cat_14,cat_21,cat_2224,cat_8"
1140608204,"cat_3,cat_8"
1140608227,"cat_3,cat_29,cat_417,cat_8,cat_27,cat_418"
1140608264,cat_3
1140608265,"cat_3,cat_11"
1140608266,"cat_3,cat_11"
1140608267,"cat_3,cat_11"
1140608274,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_8,cat_38,cat_99"
1140608275,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608276,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608277,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608278,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608279,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608280,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608281,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608283,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608284,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608285,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608286,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608287,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608288,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608289,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608290,"cat_3,cat_11,cat_148,cat_158,cat_14,cat_152,cat_160,cat_8,cat_150,cat_159"
1140608291,"cat_3,cat_11,cat_148,cat_158,cat_14,cat_152,cat_160,cat_8,cat_150,cat_159"
1140608292,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140608293,"cat_3,cat_11,cat_148,cat_158,cat_14,cat_152,cat_160,cat_8,cat_150,cat_159"
1140608294,"cat_3,cat_11,cat_148,cat_158,cat_14,cat_152,cat_160,cat_8,cat_150,cat_159"
1140608295,"cat_3,cat_11,cat_148,cat_158,cat_14,cat_152,cat_160,cat_8,cat_150,cat_159"
1140608296,"cat_3,cat_11,cat_148,cat_158,cat_14,cat_152,cat_160,cat_8,cat_150,cat_159"
1140608297,"cat_3,cat_11,cat_148,cat_158,cat_14,cat_152,cat_160,cat_8,cat_150,cat_159"
1140608302,"cat_2374,cat_3,cat_115,cat_21,cat_40,cat_2224,cat_773,cat_8,cat_38"
1140608303,"cat_2374,cat_3,cat_259,cat_262,cat_8,cat_256,cat_261"
1140608304,"cat_2374,cat_3,cat_259,cat_262,cat_8,cat_256,cat_261"
1140608305,"cat_2374,cat_3,cat_259,cat_262,cat_8,cat_256,cat_261"
1140608306,"cat_2374,cat_3,cat_259,cat_262,cat_8,cat_256,cat_261"
1140608307,"cat_2374,cat_3,cat_259,cat_262,cat_256,cat_261"
1140608311,cat_3
1140608312,cat_2172
1140608313,cat_2172
1140608716,"cat_2374,cat_3,cat_21,cat_40,cat_98,cat_2224,cat_773,cat_778,cat_8,cat_38,cat_99"
1140608837,"cat_2374,cat_3,cat_29,cat_288,cat_8,cat_27,cat_287"
1140608839,"cat_3,cat_11,cat_14"
1140608840,"cat_3,cat_11,cat_1551,cat_8,cat_1549"
1140608841,"cat_3,cat_11,cat_1551,cat_8,cat_1549"
1140608842,"cat_2374,cat_3,cat_21,cat_29,cat_288,cat_2224,cat_8,cat_27,cat_287"
1140608843,"cat_2374,cat_3,cat_21,cat_29,cat_288,cat_2224,cat_8,cat_27,cat_287"
1140608844,"cat_3,cat_11,cat_1551,cat_8,cat_1549"
1140608845,"cat_3,cat_11,cat_1551,cat_8,cat_1549"
1140608846,"cat_3,cat_11,cat_1551,cat_8,cat_1549"
1140608847,"cat_3,cat_11,cat_1551,cat_8,cat_1549"
1140608848,"cat_2374,cat_3,cat_11,cat_45,cat_46,cat_1345,cat_1348,cat_1349,cat_14,cat_47,cat_48,cat_21,cat_40,cat_41,cat_2224,cat_773,cat_790,cat_8,cat_38,cat_39"
1140608852,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_21,cat_40,cat_2224,cat_773"
1140608855,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140608857,"cat_2374,cat_3,cat_11,cat_45,cat_46,cat_1345,cat_1348,cat_1349,cat_47,cat_48,cat_40,cat_41,cat_773,cat_790,cat_38,cat_39"
1140608858,"cat_2374,cat_3,cat_11,cat_45,cat_46,cat_1345,cat_1348,cat_1349,cat_14,cat_47,cat_48,cat_21,cat_40,cat_41,cat_2224,cat_773,cat_790,cat_8,cat_38,cat_39"
1140608860,"cat_2374,cat_3,cat_11,cat_45,cat_46,cat_1345,cat_1348,cat_1349,cat_14,cat_47,cat_48,cat_21,cat_40,cat_41,cat_2224,cat_773,cat_790,cat_8,cat_38,cat_39"
1140608861,"cat_2374,cat_3,cat_11,cat_45,cat_46,cat_1345,cat_1348,cat_1349,cat_14,cat_47,cat_48,cat_21,cat_40,cat_41,cat_2224,cat_773,cat_790,cat_8,cat_38,cat_39"
1140608862,"cat_3,cat_11"
1140608863,"cat_3,cat_11"
1140608864,"cat_2374,cat_3,cat_29,cat_288,cat_8,cat_27,cat_287"
1140608879,"cat_3,cat_11,cat_14"
1140608880,"cat_3,cat_11,cat_14"
1140608881,"cat_3,cat_11,cat_14"
1140609029,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140609135,"cat_2127,cat_3,cat_11,cat_14"
1140609605,cat_2172
1140609814,"cat_2127,cat_3,cat_11,cat_14"
1140610221,cat_2172
1140610222,cat_2172
1140610224,cat_2172
1140610477,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_40,cat_773"
1140610478,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_40,cat_773"
1140610479,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_40,cat_773"
1140610480,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_40,cat_773"
1140610483,"cat_2374,cat_3,cat_8"
1140610484,"cat_2374,cat_3,cat_8"
1140610485,cat_2172
1140610486,"cat_2374,cat_3,cat_8"
1140610487,"cat_2374,cat_3,cat_8"
1140610488,"cat_3,cat_11"
1140610492,"cat_3,cat_11,cat_1551,cat_1549"
1140610493,"cat_3,cat_11"
1140610494,"cat_3,cat_11,cat_1551,cat_1549"
1140610573,cat_2172
1140610630,cat_2172
1140610639,"cat_2374,cat_3,cat_21,cat_2224,cat_8"
1140610661,"cat_2374,cat_3,cat_8"
1140610738,cat_3
1140610739,cat_3
1140610740,cat_3
1140610741,cat_3
1140610854,"cat_3,cat_11,cat_148,cat_158,cat_14,cat_152,cat_160,cat_8,cat_150,cat_159"
1140610855,"cat_3,cat_11,cat_148,cat_158,cat_14,cat_152,cat_160,cat_8,cat_150,cat_159"
1140610856,"cat_3,cat_11,cat_148,cat_158,cat_14,cat_152,cat_160,cat_8,cat_150,cat_159"
1140610857,"cat_3,cat_11,cat_148,cat_158,cat_14,cat_152,cat_160,cat_8,cat_150,cat_159"
1140610858,"cat_3,cat_11,cat_148,cat_158,cat_14,cat_152,cat_160,cat_8,cat_150,cat_159"
1140610859,"cat_3,cat_11,cat_148,cat_158,cat_14,cat_152,cat_160,cat_8,cat_150,cat_159"
1140610863,"cat_3,cat_11,cat_82,cat_27"
1140611136,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140611137,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140611138,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140611474,cat_2172
1140611475,cat_2172
1140611621,"cat_2374,cat_3,cat_21,cat_2224,cat_8"
1140611623,"cat_3,cat_115,cat_252"
1140611624,"cat_3,cat_115,cat_252"
1140611625,"cat_2374,cat_3,cat_21,cat_2224,cat_8"
1140611626,"cat_2374,cat_3,cat_21,cat_2224,cat_8"
1140611627,"cat_2374,cat_3,cat_21,cat_2224,cat_8"
1140611638,"cat_3,cat_252"
1140611639,"cat_3,cat_252"
1140611640,"cat_3,cat_252"
1140611641,"cat_3,cat_252"
1140611642,"cat_3,cat_252"
1140611643,"cat_3,cat_252"
1140611649,cat_2172
1140611650,cat_2172
1140611651,cat_2172
1140611652,cat_2172
1140611653,cat_2172
1140611654,cat_2172
1140611655,cat_2172
1140611656,cat_2172
1140611657,cat_2172
1140611664,"cat_3,cat_11,cat_8"
1140611665,"cat_3,cat_11,cat_8"
1140611666,"cat_3,cat_11,cat_8"
1140611672,"cat_3,cat_11,cat_8"
1140611684,"cat_3,cat_11,cat_8"
1140611704,"cat_3,cat_11,cat_8"
1140611705,"cat_3,cat_11,cat_8"
1140611715,"cat_3,cat_11,cat_8"
1140611716,"cat_3,cat_11,cat_8"
1140611717,"cat_3,cat_11,cat_8"
1140611766,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_8,cat_38,cat_99"
1140611767,"cat_2374,cat_3,cat_40,cat_98,cat_770,cat_773,cat_778,cat_8,cat_38,cat_99"
1140611768,"cat_2374,cat_3,cat_40,cat_98,cat_770,cat_773,cat_778,cat_8,cat_38,cat_99"
1140611769,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_8,cat_38,cat_99"
1140611770,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_8,cat_38,cat_99"
1140611771,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_8,cat_38,cat_99"
1140611772,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_8,cat_38,cat_99"
1140611773,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_8,cat_38,cat_99"
1140611776,"cat_2374,cat_3,cat_11,cat_14,cat_8"
1140611778,"cat_2374,cat_3,cat_11,cat_14,cat_8"
1140611808,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140611809,"cat_2374,cat_3,cat_21,cat_2224"
1140611811,"cat_2374,cat_3,cat_21,cat_2224"
1140611813,"cat_2374,cat_3,cat_21,cat_2224"
1140611815,"cat_2127,cat_3,cat_11,cat_82,cat_185,cat_14,cat_183,cat_184,cat_8,cat_27,cat_186"
1140611993,"cat_3,cat_11,cat_45,cat_46,cat_1345,cat_1348,cat_1349,cat_14,cat_47,cat_48,cat_770,cat_773,cat_790,cat_8,cat_38,cat_39"
1140612159,cat_2172
1140612161,cat_2172
1140612166,"cat_3,cat_21,cat_2224"
1140612167,"cat_3,cat_21,cat_2224"
1140612168,"cat_2127,cat_3,cat_11,cat_14,cat_8"
1140612169,"cat_2127,cat_3,cat_11,cat_14,cat_8"
1140612170,"cat_2127,cat_3,cat_11,cat_14,cat_8"
1140612171,"cat_2127,cat_3,cat_11,cat_14,cat_8"
1140612172,"cat_2127,cat_3,cat_11,cat_14,cat_8"
1140612173,"cat_2127,cat_3,cat_11,cat_14,cat_8"
1140612174,"cat_2127,cat_3,cat_11,cat_14,cat_8"
1140612175,"cat_2127,cat_3,cat_11,cat_14,cat_8"
1140612176,"cat_2127,cat_3,cat_11,cat_14,cat_8"
1140612177,"cat_2127,cat_3,cat_11,cat_14,cat_8"
1140612183,"cat_2127,cat_3,cat_11,cat_14,cat_8"
1140612185,"cat_2127,cat_3,cat_11,cat_14,cat_8"
1140612186,"cat_2127,cat_3,cat_11,cat_14,cat_8"
1140612351,"cat_2374,cat_3,cat_21,cat_271,cat_272,cat_2224,cat_8,cat_273,cat_274"
1140612352,"cat_2374,cat_3,cat_21,cat_2224,cat_8"
1140612353,"cat_2374,cat_3,cat_21,cat_2224,cat_8"
1140612354,"cat_2374,cat_3,cat_21,cat_2224,cat_8"
1140612355,"cat_2374,cat_3,cat_21,cat_326,cat_2224,cat_8,cat_328"
1140612356,"cat_2374,cat_3,cat_21,cat_326,cat_2224"
1140612357,"cat_2374,cat_3,cat_21,cat_326,cat_333,cat_2224"
1140612358,"cat_2374,cat_3,cat_21,cat_326,cat_333,cat_2224"
1140612359,"cat_2374,cat_3,cat_21,cat_2224,cat_8"
1140612372,"cat_2374,cat_3,cat_21,cat_271,cat_272,cat_2224,cat_8,cat_273,cat_274"
1140612373,"cat_2374,cat_3,cat_21,cat_271,cat_272,cat_2224,cat_8,cat_273,cat_274"
1140612375,"cat_2374,cat_3,cat_271,cat_272,cat_273,cat_274"
1140612376,"cat_2374,cat_3,cat_271,cat_272,cat_273,cat_274"
1140612377,"cat_2374,cat_3,cat_271,cat_272,cat_273,cat_274"
1140612378,"cat_2374,cat_3,cat_271,cat_272,cat_273,cat_274"
1140612391,"cat_2374,cat_3,cat_21,cat_326,cat_2224,cat_8,cat_328"
1140612400,"cat_2374,cat_3,cat_21,cat_259,cat_2224,cat_8,cat_256"
1140612401,"cat_2374,cat_3,cat_21,cat_259,cat_2224,cat_8,cat_256"
1140612402,"cat_2374,cat_3,cat_21,cat_326,cat_2224,cat_8,cat_328"
1140612403,"cat_2374,cat_3,cat_21,cat_326,cat_2224,cat_8,cat_328"
1140612404,"cat_2374,cat_3,cat_21,cat_326,cat_2224,cat_8,cat_328"
1140612409,"cat_2374,cat_3,cat_21,cat_326,cat_2224,cat_8,cat_328"
1140612410,"cat_2374,cat_3,cat_21,cat_326,cat_2224,cat_8,cat_328"
1140612411,"cat_3,cat_259,cat_256"
1140612412,"cat_2374,cat_3,cat_259,cat_256"
1140612413,"cat_3,cat_259,cat_256"
1140612566,"cat_3,cat_11,cat_14"
1140612567,"cat_3,cat_11,cat_14"
1140612568,"cat_3,cat_11,cat_14"
1140612569,"cat_3,cat_11,cat_14"
1140612585,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140612953,"cat_3,cat_21,cat_2224"
1140612954,"cat_3,cat_21,cat_2224"
1140612955,"cat_3,cat_21,cat_2224"
1140612956,"cat_3,cat_21,cat_2224"
1140612957,"cat_3,cat_21,cat_2224"
1140612958,"cat_3,cat_8"
1140612959,"cat_3,cat_21,cat_2224,cat_8"
1140612960,"cat_3,cat_115"
1140612961,"cat_3,cat_115"
1140612962,"cat_3,cat_115"
1140612963,"cat_3,cat_115"
1140612964,"cat_3,cat_115"
1140612965,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140612966,"cat_2374,cat_3,cat_21,cat_29,cat_288,cat_2224,cat_8,cat_27,cat_287"
1140612969,"cat_3,cat_11,cat_82,cat_1345,cat_1360,cat_14,cat_183"
1140612970,"cat_3,cat_11,cat_82,cat_1345,cat_1360,cat_14,cat_183"
1140613011,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140613012,"cat_3,cat_8,cat_256,cat_257"
1140613013,"cat_2374,cat_3,cat_259,cat_262,cat_8,cat_256,cat_261"
1140613014,"cat_3,cat_259,cat_8,cat_256"
1140613015,"cat_3,cat_11,cat_1551,cat_1549"
1140613033,"cat_1968,cat_2374,cat_3,cat_11,cat_45,cat_80,cat_21,cat_40,cat_78,cat_2224,cat_773,cat_786,cat_8,cat_38,cat_77"
1140613108,cat_2172
1140613109,cat_2172
1140613140,"cat_3,cat_11,cat_19,cat_20,cat_17,cat_18"
1140613328,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140613329,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140613330,"cat_3,cat_11,cat_148,cat_14,cat_152,cat_8,cat_150"
1140613403,cat_2172
1140613632,"cat_2374,cat_3,cat_21,cat_40,cat_2224,cat_773,cat_8,cat_38"
1140613634,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613638,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613639,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613640,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613641,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613642,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613648,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613649,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613650,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613652,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613657,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613658,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613662,"cat_2374,cat_3,cat_40,cat_773,cat_38"
1140613664,"cat_2374,cat_3,cat_40,cat_773,cat_38"
1140613665,"cat_2374,cat_3,cat_21,cat_40,cat_2224,cat_773,cat_38"
1140613666,"cat_3,cat_11,cat_14,cat_8"
1140613667,"cat_3,cat_11,cat_14,cat_8"
1140613668,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613669,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613702,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613703,"cat_2374,cat_3,cat_11,cat_14,cat_8"
1140613704,"cat_2374,cat_3,cat_11,cat_14,cat_8"
1140613705,"cat_2374,cat_3,cat_11,cat_14,cat_8"
1140613706,"cat_2374,cat_3,cat_11,cat_14,cat_8"
1140613707,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_21,cat_40,cat_2224,cat_773"
1140613710,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_40,cat_773"
1140613711,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_40,cat_773"
1140613714,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_40,cat_773"
1140613715,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_40,cat_773"
1140613716,"cat_2374,cat_3,cat_11,cat_45,cat_1345,cat_1348,cat_14,cat_47,cat_21,cat_40,cat_2224,cat_773,cat_8,cat_38"
1140613717,"cat_2374,cat_3,cat_115,cat_40,cat_773,cat_8,cat_38"
1140613718,"cat_2374,cat_3,cat_115,cat_40,cat_773,cat_8,cat_38"
1140613719,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613721,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613723,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140613727,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140613728,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140613729,"cat_2374,cat_3,cat_21,cat_40,cat_111,cat_2224,cat_773,cat_775,cat_8,cat_38,cat_112"
1140613730,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140613731,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140613732,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140613733,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140613734,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_38,cat_112"
1140613735,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_38,cat_112"
1140613736,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_38,cat_112"
1140613737,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_38,cat_112"
1140613738,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140613739,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140613742,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_8,cat_38,cat_99"
1140613743,"cat_3,cat_40,cat_98,cat_773,cat_778,cat_8,cat_38,cat_99"
1140613744,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_38,cat_99"
1140613745,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_8,cat_38,cat_99"
1140613746,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_8,cat_38,cat_99"
1140613747,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_8,cat_38,cat_99"
1140613748,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_8,cat_38,cat_99"
1140613749,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_38,cat_99"
1140613750,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_38,cat_99"
1140613751,"cat_2374,cat_3,cat_11,cat_45,cat_1345,cat_1348,cat_14,cat_47,cat_21,cat_40,cat_2224,cat_773,cat_8,cat_38"
1140613922,"cat_3,cat_11"
1140614077,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614078,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614079,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614080,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614081,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614082,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140614083,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140614084,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140614085,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140614086,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140614087,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140614153,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614154,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614155,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614156,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614157,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614158,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614159,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614160,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614161,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614162,"cat_2374,cat_3,cat_11,cat_45,cat_1345,cat_1348,cat_14,cat_47,cat_40,cat_773,cat_8,cat_38"
1140614163,"cat_2374,cat_3,cat_11,cat_45,cat_1345,cat_1348,cat_14,cat_47,cat_40,cat_773,cat_8,cat_38"
1140614164,"cat_2374,cat_3,cat_11,cat_45,cat_1345,cat_1348,cat_14,cat_47,cat_40,cat_773,cat_8,cat_38"
1140614165,"cat_2374,cat_3,cat_11,cat_45,cat_1345,cat_1348,cat_14,cat_47,cat_40,cat_773,cat_8,cat_38"
1140614166,"cat_2374,cat_3,cat_11,cat_45,cat_1345,cat_1348,cat_14,cat_47,cat_40,cat_773,cat_8,cat_38"
1140614169,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614170,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614171,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614172,"cat_2374,cat_3,cat_40,cat_773,cat_8,cat_38"
1140614245,"cat_3,cat_14,cat_21,cat_2224"
1140614246,"cat_3,cat_14,cat_21,cat_2224"
1140614247,cat_2172
1140614560,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_40,cat_773"
1140614561,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_40,cat_773"
1140614562,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_40,cat_773"
1140614563,"cat_2374,cat_3,cat_11,cat_45,cat_115,cat_14,cat_47,cat_40,cat_773"
1140614566,"cat_3,cat_11,cat_21,cat_2224,cat_8,cat_222"
1140614567,"cat_3,cat_11,cat_21,cat_2224,cat_8,cat_222"
1140614568,"cat_3,cat_11,cat_21,cat_2224,cat_8,cat_222"
1140614569,"cat_2374,cat_3,cat_21,cat_2224,cat_8,cat_222"
1140614570,"cat_2374,cat_3,cat_21,cat_2224,cat_8,cat_222"
1140614571,"cat_2374,cat_3,cat_21,cat_2224,cat_8,cat_222"
1140614572,"cat_2374,cat_3,cat_21,cat_2224,cat_8,cat_222"
1140614573,"cat_2374,cat_3,cat_21,cat_2224,cat_8,cat_222"
1140614574,"cat_3,cat_8"
1140614575,"cat_3,cat_8"
1140614576,"cat_3,cat_8"
1140614577,"cat_3,cat_8"
1140614982,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140614983,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140614984,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140614985,"cat_2374,cat_3,cat_40,cat_111,cat_773,cat_775,cat_8,cat_38,cat_112"
1140614987,"cat_2374,cat_3,cat_21,cat_40,cat_111,cat_2224,cat_773,cat_775,cat_8,cat_38,cat_112"
1140615067,cat_2172
1140615304,"cat_2374,cat_3,cat_8"
1140615316,"cat_3,cat_8,cat_222,cat_223"
1140615319,"cat_3,cat_11,cat_1551,cat_1840,cat_1558,cat_1841,cat_2224,cat_8,cat_1549,cat_1839"
1140615326,"cat_3,cat_8,cat_222,cat_223"
1140615334,cat_2172
1140615335,cat_2172
1140615359,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140615360,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140615361,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140615362,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140615363,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140615364,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140615365,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140615366,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140615367,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140615368,"cat_3,cat_11,cat_82,cat_8,cat_27"
1140615369,"cat_2374,cat_3,cat_21,cat_259,cat_262,cat_2224,cat_8,cat_256,cat_261"
1140615370,"cat_2374,cat_3,cat_21,cat_259,cat_262,cat_2224,cat_8,cat_256,cat_261"
1140615572,"cat_3,cat_8,cat_223"
1140615573,"cat_3,cat_8,cat_222,cat_223"
1140615574,"cat_3,cat_8,cat_222,cat_223"
1140615575,"cat_3,cat_8,cat_223"
1140615576,"cat_3,cat_8,cat_222,cat_223"
1140615577,"cat_3,cat_8,cat_223"
1140615579,"cat_3,cat_8,cat_222,cat_223"
1140615580,"cat_3,cat_8,cat_222,cat_223"
1140615829,"cat_2127,cat_3,cat_14"
1140615830,"cat_2127,cat_3,cat_14"
1140615831,"cat_2127,cat_3,cat_14"
1140615833,"cat_2127,cat_3,cat_14"
1140615834,"cat_2127,cat_3,cat_14"
1140615835,"cat_2127,cat_3,cat_14"
1140615836,"cat_2127,cat_3,cat_14"
1140615837,"cat_2127,cat_3,cat_14"
1140615838,"cat_2127,cat_3,cat_14"
1140615839,"cat_3,cat_14"
1140615840,"cat_2127,cat_3,cat_14"
1140615841,"cat_2127,cat_3,cat_14"
1140615842,"cat_2374,cat_3,cat_21,cat_40,cat_98,cat_2224,cat_773,cat_778,cat_8,cat_38,cat_99"
1140615844,"cat_2374,cat_3,cat_40,cat_98,cat_773,cat_778,cat_38,cat_99"
